"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 25 12:11:58 GMT 2024","Sun Aug 25 12:11:59 GMT 2024","422","Main Suite","Smoke","test.LoginTestSmoke","test.LoginTestSmoke","loginTestVisualUser","Тест на проверку логина","Тест проверяет вход под логином VisualUser"
